date,btc_close,composite_score,target_btc_exposure_pct,red_count,green_count,signal,dca_percentile,dca_multiplier,dca_buy_factor,reserve_balance
2018-06-03,7719.75,34.12,83.0,0,2,ACCUMULATE,0.6,1.25,1.25,9.75
2018-06-04,7503.2,39.25,74.6,0,2,ACCUMULATE,1.9,1.25,1.25,9.5
2018-06-05,7629.4,34.45,82.6,0,1,ACCUMULATE,0.7,1.25,1.25,9.25
2018-06-06,7661.79,39.94,73.2,0,1,ACCUMULATE,2.6,1.25,1.25,9.0
2018-06-07,7700.11,34.79,82.1,0,1,ACCUMULATE,0.9,1.25,1.25,8.75
2018-06-08,7627.52,39.71,73.7,0,1,ACCUMULATE,2.5,1.25,1.25,8.5
2018-06-09,7513.69,33.63,83.7,0,2,ACCUMULATE,0.6,1.25,1.25,8.25
2018-06-10,6773.72,35.27,81.4,0,2,ACCUMULATE,1.2,1.25,1.25,8.0
2018-06-11,6887.37,29.37,88.7,0,2,ACCUMULATE,0.1,1.25,1.25,7.75
2018-06-12,6556.94,33.94,83.3,0,2,ACCUMULATE,0.8,1.25,1.25,7.5
2018-06-13,6310.43,26.97,90.9,0,2,ACCUMULATE,0.1,1.25,1.25,7.25
2018-06-14,6643.26,34.11,83.0,0,2,ACCUMULATE,1.0,1.25,1.25,7.0
2018-06-15,6396.71,27.17,90.7,0,2,ACCUMULATE,0.2,1.25,1.25,6.75
2018-06-16,6503.1,33.66,83.7,0,2,ACCUMULATE,1.0,1.25,1.25,6.5
2018-06-17,6457.78,27.3,90.6,0,2,ACCUMULATE,0.3,1.25,1.25,6.25
2018-06-18,6714.82,34.32,82.7,0,2,ACCUMULATE,1.6,1.25,1.25,6.0
2018-06-19,6741.28,28.47,89.6,0,2,ACCUMULATE,0.4,1.25,1.25,5.75
2018-06-20,6761.27,34.53,82.4,0,2,ACCUMULATE,1.9,1.25,1.25,5.5
2018-06-21,6720.64,28.35,89.7,0,2,ACCUMULATE,0.4,1.25,1.25,5.25
2018-06-22,6051.47,32.14,85.6,0,2,ACCUMULATE,0.9,1.25,1.25,5.0
2018-06-23,6166.54,26.16,91.6,0,2,ACCUMULATE,0.1,1.25,1.25,4.75
2018-06-24,6157.78,32.53,85.2,0,2,ACCUMULATE,1.2,1.25,1.25,4.5
2018-06-25,6260.35,25.83,91.8,0,3,ACCUMULATE,0.1,1.25,1.25,4.25
2018-06-26,6088.39,31.78,86.1,0,3,ACCUMULATE,1.1,1.25,1.25,4.0
2018-06-27,6141.57,25.4,92.1,0,3,ACCUMULATE,0.1,1.25,1.25,3.75
2018-06-28,5871.28,31.13,86.8,0,3,ACCUMULATE,1.2,1.25,1.25,3.5
2018-06-29,6203.8,25.57,92.0,0,3,ACCUMULATE,0.2,1.25,1.25,3.25
2018-06-30,6385.38,32.59,85.1,0,3,ACCUMULATE,1.9,1.25,1.25,3.0
2018-07-01,6339.04,26.08,91.6,0,3,ACCUMULATE,0.4,1.25,1.25,2.75
2018-07-02,6615.66,34.79,82.1,0,2,ACCUMULATE,3.4,1.25,1.25,2.5
2018-07-03,6509.58,28.28,89.8,0,2,ACCUMULATE,1.0,1.25,1.25,2.25
2018-07-04,6590.06,34.79,82.1,0,2,ACCUMULATE,3.6,1.25,1.25,2.0
2018-07-05,6534.81,28.66,89.4,0,2,ACCUMULATE,1.3,1.25,1.25,1.75
2018-07-06,6602.02,35.13,81.6,0,2,ACCUMULATE,3.8,1.25,1.25,1.5
2018-07-07,6758.08,30.24,87.8,0,2,ACCUMULATE,1.5,1.25,1.25,1.25
2018-07-08,6707.38,35.84,80.5,0,2,ACCUMULATE,4.2,1.25,1.25,1.0
2018-07-09,6668.84,30.28,87.8,0,2,ACCUMULATE,1.6,1.25,1.25,0.75
2018-07-10,6306.85,34.28,82.8,0,2,ACCUMULATE,3.3,1.25,1.25,0.5
2018-07-11,6394.36,28.7,89.4,0,2,ACCUMULATE,1.4,1.25,1.25,0.25
2018-07-12,6253.6,34.09,83.1,0,2,ACCUMULATE,3.1,1.25,1.25,0.0
2018-07-13,6229.83,27.8,90.2,0,2,ACCUMULATE,1.0,1.25,1.25,0.0
2018-07-14,6268.75,34.3,82.8,0,2,ACCUMULATE,3.7,1.25,1.25,0.0
2018-07-15,6364.26,28.82,89.3,0,2,ACCUMULATE,1.6,1.25,1.25,0.0
2018-07-16,6740.55,37.43,77.9,0,2,ACCUMULATE,5.4,1.25,1.25,0.0
2018-07-17,7326.7,35.78,80.6,0,0,ACCUMULATE,4.9,1.25,1.25,0.0
2018-07-18,7383.39,41.42,70.2,0,0,ACCUMULATE,7.7,1.25,1.25,0.0
2018-07-19,7477.5,37.04,78.5,0,0,ACCUMULATE,5.3,1.25,1.25,0.0
2018-07-20,7333.93,41.18,70.7,0,0,ACCUMULATE,7.6,1.25,1.25,0.0
2018-07-21,7405.4,36.64,79.2,0,0,ACCUMULATE,5.2,1.25,1.25,0.0
2018-07-22,7398.64,41.79,69.4,0,0,ACCUMULATE,8.3,1.25,1.25,0.0
2018-07-23,7718.0,40.73,71.6,0,0,ACCUMULATE,7.5,1.25,1.25,0.0
2018-07-24,8395.82,48.71,53.2,0,0,ACCUMULATE,25.9,1.25,1.25,0.0
2018-07-25,8170.23,43.45,65.8,0,0,ACCUMULATE,9.2,1.25,1.25,0.0
2018-07-26,7937.25,46.37,59.0,0,0,ACCUMULATE,14.6,1.25,1.25,0.0
2018-07-27,8182.89,43.58,65.5,0,0,ACCUMULATE,9.3,1.25,1.25,0.0
2018-07-28,8230.87,47.95,55.1,0,0,ACCUMULATE,23.6,1.25,1.25,0.0
2018-07-29,8216.78,43.82,65.0,0,0,ACCUMULATE,9.6,1.25,1.25,0.0
2018-07-30,8176.06,48.26,54.3,0,0,ACCUMULATE,24.7,1.25,1.25,0.0
2018-07-31,7735.3,41.74,69.6,0,0,ACCUMULATE,8.4,1.25,1.25,0.0
2018-08-01,7610.9,45.46,61.2,0,0,ACCUMULATE,11.6,1.25,1.25,0.0
2018-08-02,7542.34,40.65,71.8,0,0,ACCUMULATE,7.4,1.25,1.25,0.0
2018-08-03,7417.6,44.47,63.5,0,0,ACCUMULATE,10.5,1.25,1.25,0.0
2018-08-04,7017.89,37.46,77.8,0,0,ACCUMULATE,5.7,1.25,1.25,0.0
2018-08-05,7042.39,42.55,67.8,0,0,ACCUMULATE,9.0,1.25,1.25,0.0
2018-08-06,6945.78,35.44,81.1,0,0,ACCUMULATE,4.8,1.25,1.25,0.0
2018-08-07,6723.21,39.3,74.5,0,0,ACCUMULATE,6.6,1.25,1.25,0.0
2018-08-08,6285.02,31.16,86.8,0,2,ACCUMULATE,2.2,1.25,1.25,0.0
2018-08-09,6543.24,38.44,76.1,0,2,ACCUMULATE,6.1,1.25,1.25,0.0
2018-08-10,6153.41,30.39,87.7,0,2,ACCUMULATE,2.0,1.25,1.25,0.0
2018-08-11,6242.54,36.86,78.8,0,2,ACCUMULATE,5.5,1.25,1.25,0.0
2018-08-12,6322.92,31.62,86.3,0,2,ACCUMULATE,2.4,1.25,1.25,0.0
2018-08-13,6263.2,36.16,80.0,0,3,ACCUMULATE,5.5,1.25,1.25,0.0
2018-08-14,6199.6,29.84,88.2,0,3,ACCUMULATE,1.8,1.25,1.25,0.0
2018-08-15,6274.22,36.31,79.7,0,3,ACCUMULATE,5.7,1.25,1.25,0.0
2018-08-16,6323.81,30.8,87.2,0,3,ACCUMULATE,2.2,1.25,1.25,0.0
2018-08-17,6591.16,38.26,76.4,0,1,ACCUMULATE,6.8,1.25,1.25,0.0
2018-08-18,6405.71,31.44,86.5,0,3,ACCUMULATE,2.6,1.25,1.25,0.0
2018-08-19,6502.18,37.78,77.2,0,2,ACCUMULATE,6.9,1.25,1.25,0.0
2018-08-20,6269.9,30.75,87.3,0,3,ACCUMULATE,2.2,1.25,1.25,0.0
2018-08-21,6491.11,37.88,77.1,0,1,ACCUMULATE,7.0,1.25,1.25,0.0
2018-08-22,6366.13,31.46,86.5,0,3,ACCUMULATE,2.8,1.25,1.25,0.0
2018-08-23,6538.95,38.05,76.8,0,1,ACCUMULATE,7.2,1.25,1.25,0.0
2018-08-24,6708.96,33.78,83.5,0,1,ACCUMULATE,3.9,1.25,1.25,0.0
2018-08-25,6749.56,39.26,74.5,0,1,ACCUMULATE,8.3,1.25,1.25,0.0
2018-08-26,6720.6,33.86,83.4,0,1,ACCUMULATE,4.0,1.25,1.25,0.0
2018-08-27,6915.73,41.59,69.9,0,0,ACCUMULATE,10.3,1.25,1.25,0.0
2018-08-28,7091.38,37.69,77.4,0,0,ACCUMULATE,7.1,1.25,1.25,0.0
2018-08-29,7052.0,42.35,68.2,0,0,ACCUMULATE,11.0,1.25,1.25,0.0
2018-08-30,6998.76,37.12,78.4,0,0,ACCUMULATE,6.8,1.25,1.25,0.0
2018-08-31,7026.96,42.24,68.5,0,0,ACCUMULATE,11.1,1.25,1.25,0.0
2018-09-01,7203.46,38.35,76.2,0,0,ACCUMULATE,7.8,1.25,1.25,0.0
2018-09-02,7301.26,43.74,65.2,0,0,ACCUMULATE,12.3,1.25,1.25,0.0
2018-09-03,7270.05,39.47,74.1,0,0,ACCUMULATE,8.8,1.25,1.25,0.0
2018-09-04,7369.86,44.61,63.2,0,0,ACCUMULATE,13.5,1.25,1.25,0.0
2018-09-05,6705.03,36.06,80.1,0,0,ACCUMULATE,6.0,1.25,1.25,0.0
2018-09-06,6515.42,40.08,72.9,0,0,ACCUMULATE,9.6,1.25,1.25,0.0
2018-09-07,6411.78,34.27,82.8,0,0,ACCUMULATE,4.5,1.25,1.25,0.0
2018-09-08,6200.16,38.28,76.3,0,2,ACCUMULATE,7.9,1.25,1.25,0.0
2018-09-09,6249.07,33.27,84.2,0,2,ACCUMULATE,3.6,1.25,1.25,0.0
2018-09-10,6324.43,37.88,77.1,0,0,ACCUMULATE,7.8,1.25,1.25,0.0
2018-09-11,6295.54,32.26,85.5,0,0,ACCUMULATE,3.1,1.25,1.25,0.0
2018-09-12,6337.11,38.14,76.6,0,0,ACCUMULATE,8.1,1.25,1.25,0.0
2018-09-13,6492.0,33.7,83.6,0,0,ACCUMULATE,4.0,1.25,1.25,0.0
2018-09-14,6486.01,39.17,74.7,0,0,ACCUMULATE,9.2,1.25,1.25,0.0
2018-09-15,6522.08,33.91,83.3,0,0,ACCUMULATE,4.3,1.25,1.25,0.0
2018-09-16,6502.44,39.19,74.7,0,0,ACCUMULATE,9.4,1.25,1.25,0.0
2018-09-17,6261.48,32.41,85.3,0,0,ACCUMULATE,3.3,1.25,1.25,0.0
2018-09-18,6346.44,38.52,75.9,0,0,ACCUMULATE,8.9,1.25,1.25,0.0
2018-09-19,6398.8,33.5,83.9,0,0,ACCUMULATE,3.9,1.25,1.25,0.0
2018-09-20,6505.9,39.34,74.4,0,0,ACCUMULATE,10.1,1.25,1.25,0.0
2018-09-21,6762.06,35.7,80.7,0,0,ACCUMULATE,6.4,1.25,1.25,0.0
2018-09-22,6716.6,40.58,71.9,0,0,ACCUMULATE,11.3,1.25,1.25,0.0
2018-09-23,6702.7,35.35,81.2,0,0,ACCUMULATE,6.3,1.25,1.25,0.0
2018-09-24,6583.53,40.94,71.2,0,0,ACCUMULATE,11.7,1.25,1.25,0.0
2018-09-25,6437.74,34.92,81.9,0,0,ACCUMULATE,6.0,1.25,1.25,0.0
2018-09-26,6462.6,40.31,72.5,0,0,ACCUMULATE,11.2,1.25,1.25,0.0
2018-09-27,6686.13,36.5,79.4,0,0,ACCUMULATE,7.3,1.25,1.25,0.0
2018-09-28,6635.38,41.34,70.4,0,0,ACCUMULATE,12.6,1.25,1.25,0.0
2018-09-29,6603.75,36.0,80.2,0,0,ACCUMULATE,6.9,1.25,1.25,0.0
2018-09-30,6623.71,41.27,70.5,0,0,ACCUMULATE,12.4,1.25,1.25,0.0
2018-10-01,6594.98,36.23,79.8,0,0,ACCUMULATE,7.3,1.25,1.25,0.0
2018-10-02,6525.47,40.9,71.3,0,0,ACCUMULATE,12.1,1.25,1.25,0.0
2018-10-03,6492.26,35.59,80.9,0,0,ACCUMULATE,6.5,1.25,1.25,0.0
2018-10-04,6579.79,41.16,70.8,0,0,ACCUMULATE,12.6,1.25,1.25,0.0
2018-10-05,6632.87,36.48,79.4,0,0,ACCUMULATE,7.5,1.25,1.25,0.0
2018-10-06,6589.94,41.16,70.8,0,0,ACCUMULATE,12.8,1.25,1.25,0.0
2018-10-07,6601.15,36.29,79.8,0,0,ACCUMULATE,7.4,1.25,1.25,0.0
2018-10-08,6650.07,41.75,69.5,0,0,ACCUMULATE,13.9,1.25,1.25,0.0
2018-10-09,6631.79,36.85,78.8,0,0,ACCUMULATE,7.9,1.25,1.25,0.0
2018-10-10,6581.07,41.25,70.6,0,0,ACCUMULATE,13.1,1.25,1.25,0.0
2018-10-11,6209.47,34.23,82.9,0,0,ACCUMULATE,4.9,1.25,1.25,0.0
2018-10-12,6250.85,39.36,74.3,0,0,ACCUMULATE,11.0,1.25,1.25,0.0
2018-10-13,6267.27,34.54,82.4,0,0,ACCUMULATE,5.6,1.25,1.25,0.0
2018-10-14,6277.73,39.37,74.3,0,0,ACCUMULATE,11.2,1.25,1.25,0.0
2018-10-15,6612.36,36.78,78.9,0,0,ACCUMULATE,8.0,1.25,1.25,0.0
2018-10-16,6583.05,41.04,71.0,0,0,ACCUMULATE,13.1,1.25,1.25,0.0
2018-10-17,6574.52,36.53,79.4,0,0,ACCUMULATE,7.9,1.25,1.25,0.0
2018-10-18,6488.72,40.48,72.1,0,0,ACCUMULATE,12.5,1.25,1.25,0.0
2018-10-19,6469.28,35.84,80.5,0,0,ACCUMULATE,7.0,1.25,1.25,0.0
2018-10-20,6490.56,40.44,72.2,0,0,ACCUMULATE,12.5,1.25,1.25,0.0
2018-10-21,6509.87,36.09,80.1,0,0,ACCUMULATE,7.3,1.25,1.25,0.0
2018-10-22,6483.23,40.31,72.5,0,0,ACCUMULATE,12.5,1.25,1.25,0.0
2018-10-23,6470.22,35.7,80.7,0,0,ACCUMULATE,6.8,1.25,1.25,0.0
2018-10-24,6476.25,40.16,72.8,0,0,ACCUMULATE,12.4,1.25,1.25,0.0
2018-10-25,6462.77,35.64,80.8,0,0,ACCUMULATE,6.7,1.25,1.25,0.0
2018-10-26,6457.21,39.81,73.5,0,0,ACCUMULATE,12.2,1.25,1.25,0.0
2018-10-27,6470.17,35.68,80.7,0,0,ACCUMULATE,6.8,1.25,1.25,0.0
2018-10-28,6470.74,39.82,73.5,0,0,ACCUMULATE,12.4,1.25,1.25,0.0
2018-10-29,6313.91,34.29,82.8,0,0,ACCUMULATE,5.1,1.25,1.25,0.0
2018-10-30,6309.11,38.5,75.9,0,0,ACCUMULATE,10.5,1.25,1.25,0.0
2018-10-31,6342.61,34.48,82.5,0,0,ACCUMULATE,5.5,1.25,1.25,0.0
2018-11-01,6381.3,38.87,75.3,0,0,ACCUMULATE,11.0,1.25,1.25,0.0
2018-11-02,6394.66,34.82,82.0,0,0,ACCUMULATE,6.2,1.25,1.25,0.0
2018-11-03,6376.32,38.95,75.1,0,0,ACCUMULATE,11.3,1.25,1.25,0.0
2018-11-04,6467.05,35.3,81.3,0,0,ACCUMULATE,6.6,1.25,1.25,0.0
2018-11-05,6433.74,39.76,73.6,0,0,ACCUMULATE,12.8,1.25,1.25,0.0
2018-11-06,6479.72,36.0,80.2,0,0,ACCUMULATE,7.8,1.25,1.25,0.0
2018-11-07,6529.68,40.19,72.7,0,0,ACCUMULATE,13.6,1.25,1.25,0.0
2018-11-08,6446.06,35.8,80.5,0,0,ACCUMULATE,7.5,1.25,1.25,0.0
2018-11-09,6377.99,39.27,74.5,0,0,ACCUMULATE,12.2,1.25,1.25,0.0
2018-11-10,6396.37,35.51,81.0,0,0,ACCUMULATE,6.9,1.25,1.25,0.0
2018-11-11,6408.18,39.13,74.8,0,0,ACCUMULATE,11.7,1.25,1.25,0.0
2018-11-12,6375.08,35.26,81.4,0,0,ACCUMULATE,6.5,1.25,1.25,0.0
2018-11-13,6339.17,38.41,76.1,0,0,ACCUMULATE,11.0,1.25,1.25,0.0
2018-11-14,5741.47,31.21,86.7,0,1,ACCUMULATE,2.5,1.25,1.25,0.0
2018-11-15,5647.5,34.44,82.6,0,2,ACCUMULATE,5.4,1.25,1.25,0.0
2018-11-16,5586.27,30.18,87.9,0,2,ACCUMULATE,1.7,1.25,1.25,0.0
2018-11-17,5568.94,33.87,83.4,0,2,ACCUMULATE,4.5,1.25,1.25,0.0
2018-11-18,5615.26,30.5,87.5,0,1,ACCUMULATE,2.1,1.25,1.25,0.0
2018-11-19,4809.62,25.3,92.2,0,3,ACCUMULATE,0.1,1.25,1.25,0.0
2018-11-20,4441.81,18.41,95.9,0,3,ACCUMULATE,0.1,1.25,1.25,0.0
2018-11-21,4593.04,23.67,93.3,0,3,ACCUMULATE,0.2,1.25,1.25,0.0
2018-11-22,4320.68,17.98,96.1,0,3,ACCUMULATE,0.1,1.25,1.25,0.0
2018-11-23,4343.42,22.38,94.1,0,3,ACCUMULATE,0.3,1.25,1.25,0.0
2018-11-24,3854.11,16.42,96.6,0,4,STRONG_BUY,0.1,1.5,1.5,0.0
2018-11-25,4004.15,21.07,94.8,0,4,STRONG_BUY,0.4,1.5,1.5,0.0
2018-11-26,3784.59,16.17,96.7,0,4,STRONG_BUY,0.1,1.5,1.5,0.0
2018-11-27,3822.99,19.75,95.4,0,4,STRONG_BUY,0.5,1.5,1.5,0.0
2018-11-28,4263.55,17.72,96.2,0,3,STRONG_BUY,0.3,1.5,1.5,0.0
2018-11-29,4286.69,19.98,95.3,0,3,STRONG_BUY,0.7,1.5,1.5,0.0
2018-11-30,4009.67,16.87,96.5,0,4,STRONG_BUY,0.3,1.5,1.5,0.0
2018-12-01,4197.46,19.48,95.5,0,4,STRONG_BUY,0.7,1.5,1.5,0.0
2018-12-02,4143.86,17.28,96.3,0,4,STRONG_BUY,0.4,1.5,1.5,0.0
2018-12-03,3871.41,17.82,96.2,0,4,STRONG_BUY,0.6,1.5,1.5,0.0
2018-12-04,3948.44,16.62,96.6,0,4,STRONG_BUY,0.3,1.5,1.5,0.0
2018-12-05,3737.53,17.16,96.4,0,4,STRONG_BUY,0.5,1.5,1.5,0.0
2018-12-06,3485.18,15.09,97.0,0,4,STRONG_BUY,0.1,1.5,1.5,0.0
2018-12-07,3420.57,15.7,96.9,0,4,STRONG_BUY,0.2,1.5,1.5,0.0
2018-12-08,3461.07,15.0,97.1,0,4,STRONG_BUY,0.1,1.5,1.5,0.0
2018-12-09,3592.84,15.74,96.9,0,5,STRONG_BUY,0.4,1.5,1.5,0.0
2018-12-10,3467.16,15.0,97.1,0,4,STRONG_BUY,0.2,1.5,1.5,0.0
2018-12-11,3401.02,14.83,97.1,0,5,STRONG_BUY,0.1,1.5,1.5,0.0
2018-12-12,3485.59,15.05,97.1,0,4,STRONG_BUY,0.4,1.5,1.5,0.0
2018-12-13,3305.11,14.6,97.2,0,5,STRONG_BUY,0.1,1.5,1.5,0.0
2018-12-14,3235.48,14.22,97.3,0,4,STRONG_BUY,0.1,1.5,1.5,0.0
2018-12-15,3232.51,14.15,97.3,0,5,STRONG_BUY,0.1,1.5,1.5,0.0
2018-12-16,3255.37,14.27,97.3,0,4,STRONG_BUY,0.3,1.5,1.5,0.0
2018-12-17,3548.19,14.78,97.1,0,5,STRONG_BUY,0.5,1.5,1.5,0.0
2018-12-18,3715.85,15.75,96.8,0,4,STRONG_BUY,1.2,1.5,1.5,0.0
2018-12-19,3736.54,15.06,97.1,0,5,STRONG_BUY,0.9,1.5,1.5,0.0
2018-12-20,4137.66,17.78,96.2,0,4,STRONG_BUY,2.0,1.5,1.5,0.0
2018-12-21,3898.81,15.5,96.9,0,5,STRONG_BUY,1.1,1.5,1.5,0.0
2018-12-22,4045.24,16.93,96.5,0,4,STRONG_BUY,1.8,1.5,1.5,0.0
2018-12-23,4007.63,15.82,96.8,0,5,STRONG_BUY,1.5,1.5,1.5,0.0
2018-12-24,4081.95,17.79,96.2,0,4,STRONG_BUY,2.4,1.5,1.5,0.0
2018-12-25,3834.73,15.4,97.0,0,5,STRONG_BUY,1.1,1.5,1.5,0.0
2018-12-26,3848.78,16.24,96.7,0,4,STRONG_BUY,1.7,1.5,1.5,0.0
2018-12-27,3646.09,14.86,97.1,0,5,STRONG_BUY,0.6,1.5,1.5,0.0
2018-12-28,3947.86,16.55,96.6,0,4,STRONG_BUY,2.0,1.5,1.5,0.0
2018-12-29,3797.06,15.27,97.0,0,5,STRONG_BUY,1.2,1.5,1.5,0.0
2018-12-30,3896.21,16.36,96.7,0,4,STRONG_BUY,2.0,1.5,1.5,0.0
2018-12-31,3747.39,15.0,97.1,0,5,STRONG_BUY,0.9,1.5,1.5,0.0
2019-01-01,3880.15,16.24,96.7,0,4,STRONG_BUY,2.1,1.5,1.5,0.0
2019-01-02,3961.01,16.09,96.7,0,5,STRONG_BUY,1.9,1.5,1.5,0.0
2019-01-03,3835.86,16.0,96.8,0,4,STRONG_BUY,1.9,1.5,1.5,0.0
2019-01-04,3874.06,15.38,97.0,0,5,STRONG_BUY,1.4,1.5,1.5,0.0
2019-01-05,3855.39,16.05,96.8,0,4,STRONG_BUY,2.1,1.5,1.5,0.0
2019-01-06,4102.85,17.55,96.3,0,5,STRONG_BUY,3.3,1.5,1.5,0.0
2019-01-07,4050.4,19.16,95.6,0,4,STRONG_BUY,3.9,1.5,1.5,0.0
2019-01-08,4040.75,17.9,96.1,0,5,STRONG_BUY,3.7,1.5,1.5,0.0
2019-01-09,4048.34,19.18,95.6,0,4,STRONG_BUY,4.1,1.5,1.5,0.0
2019-01-10,3668.15,15.38,97.0,0,5,STRONG_BUY,1.4,1.5,1.5,0.0
2019-01-11,3669.2,16.17,96.7,0,4,STRONG_BUY,2.4,1.5,1.5,0.0
2019-01-12,3664.38,15.35,97.0,0,5,STRONG_BUY,1.4,1.5,1.5,0.0
2019-01-13,3551.24,15.78,96.8,0,4,STRONG_BUY,2.1,1.5,1.5,0.0
2019-01-14,3703.9,14.88,97.1,0,5,STRONG_BUY,0.7,1.5,1.5,0.0
2019-01-15,3621.24,15.22,97.0,0,4,STRONG_BUY,1.3,1.5,1.5,0.0
2019-01-16,3643.99,14.6,97.2,0,5,STRONG_BUY,0.4,1.5,1.5,0.0
2019-01-17,3685.3,15.47,96.9,0,4,STRONG_BUY,2.0,1.5,1.5,0.0
2019-01-18,3648.05,14.6,97.2,0,5,STRONG_BUY,0.5,1.5,1.5,0.0
2019-01-19,3729.78,15.73,96.9,0,4,STRONG_BUY,2.3,1.5,1.5,0.0
2019-01-20,3567.73,14.36,97.2,0,5,STRONG_BUY,0.4,1.5,1.5,0.0
2019-01-21,3571.92,15.08,97.0,0,4,STRONG_BUY,1.5,1.5,1.5,0.0
2019-01-22,3602.04,14.59,97.2,0,5,STRONG_BUY,0.4,1.5,1.5,0.0
2019-01-23,3572.05,15.07,97.0,0,4,STRONG_BUY,1.6,1.5,1.5,0.0
2019-01-24,3598.52,14.55,97.2,0,5,STRONG_BUY,0.4,1.5,1.5,0.0
2019-01-25,3582.89,15.12,97.0,0,4,STRONG_BUY,2.0,1.5,1.5,0.0
2019-01-26,3596.5,14.53,97.2,0,5,STRONG_BUY,0.4,1.5,1.5,0.0
2019-01-27,3565.08,15.0,97.1,0,4,STRONG_BUY,1.6,1.5,1.5,0.0
2019-01-28,3453.42,14.0,97.3,0,5,STRONG_BUY,0.1,1.5,1.5,0.0
2019-01-29,3418.25,14.48,97.2,0,4,STRONG_BUY,0.5,1.5,1.5,0.0
2019-01-30,3467.21,14.07,97.3,0,5,STRONG_BUY,0.2,1.5,1.5,0.0
2019-01-31,3434.13,14.51,97.2,0,4,STRONG_BUY,0.7,1.5,1.5,0.0
2019-02-01,3461.63,14.03,97.3,0,5,STRONG_BUY,0.2,1.5,1.5,0.0
2019-02-02,3508.68,14.92,97.1,0,4,STRONG_BUY,1.8,1.5,1.5,0.0
2019-02-03,3449.62,14.27,97.3,0,5,STRONG_BUY,0.6,1.5,1.5,0.0
2019-02-04,3431.24,14.73,97.1,0,4,STRONG_BUY,1.5,1.5,1.5,0.0
2019-02-05,3447.66,15.21,97.0,0,5,STRONG_BUY,2.9,1.5,1.5,0.0
2019-02-06,3394.89,14.48,97.2,0,4,STRONG_BUY,0.9,1.5,1.5,0.0
2019-02-07,3375.33,15.57,96.9,0,4,STRONG_BUY,3.8,1.5,1.5,0.0
2019-02-08,3660.03,16.78,96.5,0,4,STRONG_BUY,5.4,1.5,1.5,0.0
2019-02-09,3652.26,18.22,96.0,0,4,STRONG_BUY,6.4,1.5,1.5,0.0
2019-02-10,3685.14,17.22,96.4,0,4,STRONG_BUY,5.7,1.5,1.5,0.0
2019-02-11,3611.34,18.69,95.8,0,4,STRONG_BUY,6.7,1.5,1.5,0.0
2019-02-12,3617.41,17.07,96.4,0,4,STRONG_BUY,5.6,1.5,1.5,0.0
2019-02-13,3605.87,19.17,95.6,0,4,STRONG_BUY,6.9,1.5,1.5,0.0
2019-02-14,3588.72,16.88,96.5,0,4,STRONG_BUY,5.5,1.5,1.5,0.0
2019-02-15,3593.49,19.14,95.6,0,4,STRONG_BUY,6.9,1.5,1.5,0.0
2019-02-16,3617.24,17.36,96.3,0,4,STRONG_BUY,6.0,1.5,1.5,0.0
2019-02-17,3670.92,20.83,94.9,0,4,STRONG_BUY,7.6,1.5,1.5,0.0
2019-02-18,3912.57,23.11,93.6,0,4,STRONG_BUY,7.9,1.5,1.5,0.0
2019-02-19,3924.24,26.44,91.3,0,4,STRONG_BUY,8.5,1.5,1.5,0.0
2019-02-20,3974.05,23.96,93.1,0,3,ACCUMULATE,8.0,1.25,1.25,0.0
2019-02-21,3937.04,26.23,91.5,0,3,ACCUMULATE,8.6,1.25,1.25,0.0
2019-02-22,3983.53,24.18,93.0,0,3,ACCUMULATE,8.1,1.25,1.25,0.0
2019-02-23,4149.09,29.05,89.0,0,3,ACCUMULATE,9.7,1.25,1.25,0.0
2019-02-24,3771.62,21.72,94.4,0,4,ACCUMULATE,7.7,1.25,1.25,0.0
2019-02-25,3845.51,26.09,91.6,0,4,ACCUMULATE,8.7,1.25,1.25,0.0
2019-02-26,3817.88,22.41,94.0,0,4,ACCUMULATE,7.9,1.25,1.25,0.0
2019-02-27,3830.72,20.33,95.1,0,5,ACCUMULATE,7.5,1.25,1.25,0.0
2019-02-28,3823.37,22.56,94.0,0,4,ACCUMULATE,8.0,1.25,1.25,0.0
2019-03-01,3831.48,26.93,90.9,0,4,ACCUMULATE,9.2,1.25,1.25,0.0
2019-03-02,3842.94,22.88,93.8,0,4,ACCUMULATE,8.1,1.25,1.25,0.0
2019-03-03,3812.31,27.07,90.8,0,4,ACCUMULATE,9.5,1.25,1.25,0.0
2019-03-04,3731.28,21.48,94.5,0,4,ACCUMULATE,7.8,1.25,1.25,0.0
2019-03-05,3874.18,27.91,90.1,0,3,ACCUMULATE,9.9,1.25,1.25,0.0
2019-03-06,3874.98,23.35,93.5,0,3,ACCUMULATE,8.3,1.25,1.25,0.0
2019-03-07,3882.61,28.25,89.8,0,3,ACCUMULATE,10.1,1.25,1.25,0.0
2019-03-08,3868.02,23.35,93.5,0,3,ACCUMULATE,8.4,1.25,1.25,0.0
2019-03-09,3947.74,28.96,89.1,0,3,ACCUMULATE,10.7,1.25,1.25,0.0
2019-03-10,3929.84,24.21,92.9,0,3,ACCUMULATE,8.7,1.25,1.25,0.0
2019-03-11,3874.89,29.51,88.6,0,3,ACCUMULATE,11.1,1.25,1.25,0.0
2019-03-12,3888.57,25.17,92.3,0,3,ACCUMULATE,8.8,1.25,1.25,0.0
2019-03-13,3878.44,29.75,88.3,0,3,ACCUMULATE,11.2,1.25,1.25,0.0
